mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__class_weight,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.5417211055755615,0.7668481497298387,1.7575867176055908,0.5719494839425099,balanced,5,50,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",1.0,0.9991555837027655,0.9993665540540541,0.9995073792522732,0.0003588254200386857,1
3.614757696787516,0.16578885185414935,0.8405810197194418,0.05537481005336658,balanced,5,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",1.0,0.9991555837027655,0.9993665540540541,0.9995073792522732,0.0003588254200386857,1
2.87200935681661,0.5233521422321781,0.8364682992299398,0.6897964528814962,balanced,10,50,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",1.0,0.999366687777074,0.9989442567567568,0.9994369815112769,0.00043386200241901754,4
3.173166275024414,0.35556113296955183,0.6720532576243082,0.42272917175146923,balanced,10,100,"{'classifier__class_weight': 'balanced', 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",1.0,0.9991555837027655,0.9993665540540541,0.9995073792522732,0.0003588254200386857,1
